component_name,cultivar_name,harvest_yield,humidity_rh,temperature_c,vapor_pressure_deficit,co2_ppm,fan_intensity,light_intensity,light_on_minutes,irrigation_minutes,grow_room
Green Romaine,Green Forest,20.708,66.647163003663,20.8184188034188,0.820596714867796,1197.22424242424,226.0,178.8,38.6,44.2,Grow_5
Curly Iceberg,Cristabel,20.722,67.478,22.2233333333333,0.872672865800072,1100.75489510489,226.0,205.8,43.2,55.0,Grow_4
Butterhead,Fairly,20.753,74.7273205128205,21.7587307692307,0.658638917264459,1195.37727272727,226.0,228.0,47.6,58.8,Grow_5
Butterhead,Fairly,20.755,69.4726666666666,21.262391025641,0.772370762520612,1204.49747474747,226.0,228.0,47.6,57.4,Grow_4
Butterhead,Fairly,20.793,69.3381538461538,21.9428672161172,0.808268764133848,1097.66217948717,226.0,228.0,48.1,50.8,Grow_5
Butterhead,Fairly,20.799,58.8932692307692,23.1215512820512,1.16391670502725,1127.74999999999,226.0,228.0,41.6,53.4,Grow_1
Curly Iceberg,Cristabel,20.84,60.0042435897435,22.3849487179487,1.08210096259845,1065.67762237762,226.0,205.8,38.4,50.4,Grow_1
Green Romaine,Green Forest,20.845,73.1087380952381,21.9836428571428,0.710696395518872,1148.46666666666,226.0,178.8,41.0,46.2,Grow_5
Curly Iceberg,Cristabel,20.853,61.9636428571428,25.1618809523809,1.21696694966029,1111.4803030303,226.0,228.0,40.0,52.0,Grow_5
Curly Iceberg,Cristabel,20.991,67.9187333333333,22.8104666666666,0.891537128280616,1169.88333333333,226.0,228.0,44.6,57.4,Grow_4
Curly Iceberg,Cristabel,21.02,61.7696666666666,22.4726153846153,1.04104045457128,1099.56666666666,226.0,205.8,43.6,54.6,Grow_3
Curly Iceberg,Cristabel,21.029,70.0923571428571,21.8919047619047,0.786443613926466,1226.83717948717,226.0,205.8,41.6,54.6,Grow_5
Curly Iceberg,Cristabel,21.048,67.1008333333333,22.208,0.881594159574384,1100.75489510489,226.0,205.8,44.0,55.0,Grow_4
Butterhead,Fairly,21.133,67.0605179487179,22.3021948717948,0.887192572560638,1012.45186480186,226.0,228.0,55.2,57.0,Grow_3
Butterhead,Fairly,21.144,63.8012692307692,22.081641025641,0.962387638922243,1097.53333333333,226.0,228.0,46.4,59.0,Grow_4
Curly Iceberg,Cristabel,21.145,57.8909568764568,22.0800361305361,1.1195709729561,1095.25757575757,226.0,228.0,46.6,58.0,Grow_4
Curly Iceberg,Cristabel,21.164,66.6815567765567,21.9662728937728,0.881194513269753,1053.8,226.0,205.8,43.4,54.8,Grow_2
Butterhead,Fairly,21.182,60.4577307692307,24.5067307692307,1.21852871692457,1131.51118881118,226.0,228.0,33.6,45.6,Grow_1
Butterhead,Fairly,21.183,64.2888333333333,21.8903809523809,0.939032779207601,1120.6423076923,226.0,228.0,48.0,59.6,Grow_2
Green Romaine,Green Forest,21.185,68.8476904761904,22.5999523809523,0.856438386812934,1113.68333333333,226.0,178.8,36.0,49.6,Grow_5
Butterhead,Fairly,21.218,66.6919076923077,23.4793333333333,0.96356145617741,1139.42651515151,226.0,228.0,47.9,55.0,Grow_2
Butterhead,Fairly,21.253,58.2711666666666,23.3996923076923,1.20213625282651,1136.08333333333,226.0,228.0,46.4,57.4,Grow_1
Butterhead,Fairly,21.255,63.4428333333333,23.7717666666666,1.07710773903028,1080.68333333333,226.0,228.0,41.8,53.4,Grow_3
Green Romaine,Green Forest,21.307,68.9906948717948,22.1948846153846,0.830404776329837,1042.67424242424,226.0,161.6,30.2,42.0,Grow_3
Butterhead,Fairly,21.335,63.2263461538461,22.6748589743589,1.01573816720559,1100.06666666666,226.0,228.0,37.8,49.2,Grow_5
Curly Iceberg,Cristabel,21.365,66.3390897435897,21.9266987179487,0.88614774086481,1081.19848484848,226.0,205.8,43.2,55.2,Grow_3
Green Romaine,Green Forest,21.366,65.5553205128205,22.0288846153846,0.912748190590004,1041.94848484848,226.0,178.8,37.2,49.2,Grow_3
Green Romaine,Green Forest,21.438,67.2192564102564,22.4161538461538,0.889212719587594,1075.20536130536,226.0,178.8,40.4,52.0,Grow_3
Butterhead,Fairly,21.477,66.2593717948718,23.0324871794871,0.950282106096462,1075.93333333333,226.0,228.0,38.8,51.0,Grow_1
Butterhead,Fairly,21.501,58.5311025641025,22.0939358974358,1.10295147837357,1067.06363636363,226.0,228.0,45.2,57.6,Grow_3
Red Oakleaf,3SX3806,21.521,63.35501007326,22.9206391941391,1.02537246002877,1142.67599067599,226.0,255.0,49.5,55.6,Grow_1
Green Romaine,Green Forest,21.601,64.5154380952381,23.6117761904761,1.0347322559508,1120.61771561771,226.0,178.8,43.8,50.2,Grow_5
Curly Iceberg,Cristabel,21.622,62.9422564102564,23.3811153846153,1.06650024882936,1029.6965034965,226.0,228.0,39.2,50.6,Grow_3
Green Romaine,Green Forest,21.625,69.5040512820512,23.7219102564102,0.899671254201507,1134.9,226.0,178.8,40.6,52.4,Grow_1
Butterhead,Fairly,21.629,66.1416047619047,21.841738095238,0.88706825160055,1093.73333333333,226.0,228.0,46.6,52.6,Grow_5
Butterhead,Fairly,21.65,66.4497179487179,23.0215641025641,0.944128037923223,1192.13181818181,226.0,228.0,41.2,52.8,Grow_4
Green Romaine,Green Forest,21.658,59.6788589743589,22.9645641025641,1.12999698059577,1188.63333333333,226.0,178.8,40.8,53.6,Grow_4
Curly Iceberg,Cristabel,21.668,59.7837435897435,22.7243717948717,1.11102292100309,1034.9,226.0,205.8,43.2,54.6,Grow_3
Curly Iceberg,Cristabel,21.69,60.8419871794871,22.3708974358974,1.0589911101473,1034.9,226.0,205.8,42.8,54.6,Grow_3
Butterhead,Fairly,21.719,67.0257142857142,23.7932857142857,0.97236836474966,1103.67564102564,226.0,228.0,42.0,47.6,Grow_5
Curly Iceberg,Cristabel,21.834,58.2258589743589,22.7337948717948,1.15526553731363,1186.56666666666,226.0,205.8,42.8,54.6,Grow_4
Butterhead,Fairly,21.884,62.3326282051282,22.4270256410256,1.02248993073412,1133.36666666666,226.0,228.0,45.4,57.4,Grow_1
Butterhead,Fairly,21.958,62.030641025641,23.563423076923,1.1039912704045,1106.04999999999,226.0,228.0,57.4,57.8,Grow_5
Butterhead,Fairly,21.964,60.314,23.404619047619,1.14564999580792,1079.91666666666,226.0,228.0,48.0,59.2,Grow_3
Curly Iceberg,Cristabel,22.024,69.3741923076923,21.6526153846153,0.792823161101688,1186.56666666666,226.0,205.8,43.4,54.6,Grow_4
Butterhead,Fairly,22.042,63.641179070929,22.9977129537129,1.02220695371121,1203.47546620046,226.0,228.0,51.3,54.2,Grow_5
Curly Iceberg,Cristabel,22.09,58.3609358974359,22.6932564102564,1.14896666517112,1186.56666666666,226.0,205.8,42.8,54.6,Grow_4
Curly Iceberg,Cristabel,22.162,63.2879871794871,22.2550769230769,0.986481806962291,1099.56666666666,226.0,205.8,43.6,54.6,Grow_3
Butterhead,Fairly,22.168,61.9692935222672,22.5727118758434,1.04146126586356,1148.93333333333,226.0,228.0,41.4,47.6,Grow_5
Butterhead,Fairly,22.212,60.581282051282,22.4398461538461,1.07153265266557,1134.4409090909,226.0,223.0,33.4,45.6,Grow_1
Curly Iceberg,Cristabel,22.345,63.6558333333333,23.0468333333333,1.0249460828537,1121.59335664335,226.0,228.0,41.0,52.4,Grow_5
Curly Iceberg,Cristabel,22.353,63.6607435897435,21.9797435897435,0.961419258167913,1195.76666666666,226.0,205.8,45.8,51.2,Grow_5
Curly Iceberg,Cristabel,22.353,68.2386025641025,22.6346794871794,0.873442180134421,1135.85833333333,226.0,228.0,50.2,58.0,Grow_5
Butterhead,Fairly,22.367,68.1857765567765,22.1423882783882,0.848891092508733,1097.66217948717,226.0,228.0,48.0,50.8,Grow_5
Curly Iceberg,Cristabel,22.383,62.0377457264957,22.963392094017,1.06532688075681,1020.6061091686,226.0,218.75,49.166667,52.666667,Grow_3
Butterhead,Fairly,22.405,69.0173717948717,22.8697307692307,0.865496200871802,1172.3,226.0,228.0,37.0,48.8,Grow_4
Curly Iceberg,Cristabel,22.405,58.2829267399267,22.6171208791208,1.14540829431708,1133.52435897435,226.0,228.0,39.6,52.2,Grow_5
Green Romaine,Green Forest,22.408,68.2909487179487,22.697564102564,0.875972941479073,1075.20536130536,226.0,178.8,40.6,52.0,Grow_3
Butterhead,Fairly,22.426,61.6587051282051,23.6644871794871,1.12166962945123,1070.05515151515,226.0,228.0,40.6,53.2,Grow_3
Curly Iceberg,Cristabel,22.453,63.4849871794871,22.4505512820512,0.992837745123469,1152.5803030303,226.0,205.8,43.4,54.8,Grow_2
Butterhead,Fairly,22.456,70.8696538461538,22.9949743589743,0.81893163442409,1086.30909090909,226.0,223.0,32.2,39.2,Grow_5
Curly Iceberg,Cristabel,22.476,69.4129871794871,21.6792948717948,0.793463139083527,1186.56666666666,226.0,205.8,43.6,54.6,Grow_4
Butterhead,Fairly,22.499,59.0136043956043,23.5170146520146,1.18842647731622,1195.37727272727,226.0,228.0,40.0,51.2,Grow_5
Curly Iceberg,Cristabel,22.554,61.3211666666666,22.9795,1.08680497668035,1019.68076923076,226.0,228.0,40.8,52.4,Grow_3
Butterhead,Fairly,22.558,62.1953461538461,23.1372435897435,1.07125600535536,1077.96666666666,226.0,228.0,47.6,59.0,Grow_3
Butterhead,Fairly,22.567,57.8322472527472,22.8312509157509,1.17373026732617,1034.66818181818,226.0,228.0,44.4,56.6,Grow_3
Butterhead,Fairly,22.59,52.7695909645909,22.0626538461538,1.2793280694092,1205.69487179487,226.0,228.0,39.4,51.2,Grow_5
Curly Iceberg,Cristabel,22.592,67.2164358974358,22.7701025641025,0.910808399020586,1117.15291375291,226.0,205.8,43.4,49.0,Grow_5
Butterhead,Fairly,22.595,67.5809743589743,22.5917307692307,0.889200634660006,1016.32435897435,226.0,228.0,43.4,55.8,Grow_3
Green Romaine,Green Forest,22.659,70.9981666666666,22.1780769230769,0.776289327365866,1020.72517482517,226.0,178.8,39.8,52.0,Grow_3
Curly Iceberg,Cristabel,22.674,59.5574029304029,22.0809267399267,1.07487690971341,1133.52435897435,226.0,228.0,40.6,52.2,Grow_5
Butterhead,Fairly,22.675,63.315141025641,22.0136923076923,0.972679699664199,1100.06666666666,226.0,228.0,45.8,57.6,Grow_5
Butterhead,Fairly,22.74,63.6037051282051,22.7956666666666,1.01176233549355,1031.85384615384,226.0,228.0,46.8,58.2,Grow_3
Butterhead,Fairly,22.749,58.6944102564102,22.6353974358974,1.13546339102798,1215.51666666666,226.0,228.0,46.4,47.6,Grow_5
Butterhead,Fairly,22.813,64.0854743589743,23.8026025641025,1.05921285275703,1081.2,226.0,228.0,40.6,53.4,Grow_3
Curly Iceberg,Cristabel,22.819,60.9861904761904,23.3120714285714,1.1184097082773,1019.68076923076,226.0,228.0,41.4,52.4,Grow_3
Butterhead,Fairly,22.82,74.3201809523809,21.7920952380952,0.670877193034531,1169.79615384615,226.0,228.0,38.6,47.6,Grow_5
Green Romaine,Green Forest,22.828,67.452282051282,22.5418846153846,0.891035334502645,1020.72517482517,226.0,178.8,40.0,52.0,Grow_3
Butterhead,Fairly,22.83,60.2990384615384,22.7667756410256,1.10072264623447,1098.30447552447,226.0,228.0,40.6,53.4,Grow_4
Curly Iceberg,Cristabel,22.836,64.6637857142857,22.1993095238095,0.945782407507399,1080.81923076923,226.0,205.8,43.0,54.6,Grow_1
Butterhead,Fairly,22.838,55.6636666666666,22.047238095238,1.17592377988213,1088.74848484848,226.0,228.0,48.0,59.0,Grow_4
Butterhead,Fairly,22.881,56.5505,21.9038809523809,1.14211913203312,1083.83181818181,226.0,228.0,47.0,59.0,Grow_4
Curly Iceberg,Cristabel,22.905,60.0553589743589,21.9020384615384,1.04956901384959,1117.15291375291,226.0,205.8,44.2,49.2,Grow_5
Butterhead,Fairly,22.964,64.5283205128205,23.0286538461538,0.999230999628271,1029.10081585081,226.0,228.0,46.4,58.2,Grow_3
Butterhead,Fairly,22.971,57.1595,22.4981666666666,1.16755790281134,1186.71666666666,226.0,228.0,47.6,58.4,Grow_4
Butterhead,Fairly,23.007,54.5994358974358,24.3398076923076,1.38283156922183,1073.38344988344,226.0,228.0,45.0,56.8,Grow_3
Green Romaine,Green Forest,23.02,61.3949871794871,22.8421666666666,1.07470054044043,1075.20536130536,226.0,178.8,39.4,52.2,Grow_3
Curly Iceberg,Cristabel,23.074,68.4212564102564,22.294782051282,0.850692518507084,1189.93333333333,226.0,228.0,52.2,59.0,Grow_4
Butterhead,Fairly,23.089,67.0165,22.9581666666666,0.926248192432641,1123.00128205128,226.0,228.0,41.2,47.8,Grow_5
Green Romaine,Green Forest,23.119,62.2232179487179,22.6143076923076,1.03727623615862,1185.47727272727,226.0,178.8,38.6,49.8,Grow_4
Curly Iceberg,Cristabel,23.135,70.3012619047619,22.9253333333333,0.831253319565298,1021.03484848484,226.0,228.0,48.4,59.0,Grow_3
Butterhead,Fairly,23.151,57.5576025641025,22.3925769230769,1.15008005073339,1120.6423076923,226.0,228.0,47.8,59.4,Grow_2
Butterhead,Fairly,23.171,59.2729358974359,21.5563076923076,1.04875768279155,1220.29999999999,226.0,228.0,47.8,58.8,Grow_5
Curly Iceberg,Cristabel,23.186,66.2278461538461,22.2477435897435,0.909518404736682,1053.8,226.0,205.8,43.4,54.8,Grow_2
Butterhead,Fairly,23.202,57.9446282051282,22.3615128205128,1.13757578213762,1193.86142191142,226.0,228.0,37.2,48.8,Grow_5
Green Romaine,Green Forest,23.238,68.458282051282,22.9103717948717,0.882124905565753,1075.05454545454,226.0,178.8,47.6,59.0,Grow_3
Curly Iceberg,Cristabel,23.258,66.9959871794871,22.6000512820512,0.90544424085041,1121.59335664335,226.0,228.0,41.0,52.4,Grow_5
Butterhead,Fairly,23.258,57.2376556776556,22.3739523809523,1.15694954771318,1187.58717948717,226.0,228.0,38.2,48.8,Grow_5
Butterhead,Fairly,23.296,66.5173205128205,22.7377948717948,0.926066921028377,1018.31666666666,226.0,228.0,46.8,57.8,Grow_3
Butterhead,Fairly,23.306,62.8626205128205,22.4604512820512,1.01198744731254,1182.73589743589,226.0,228.0,31.0,37.0,Grow_5
Butterhead,Fairly,23.342,64.2154166666667,23.7700476190476,1.05348302942947,1128.40734265734,226.0,230.7,44.2,49.5,Grow_1
Butterhead,Fairly,23.363,65.2851923076923,23.1339358974358,0.983585538599332,1024.6,226.0,228.0,47.4,59.0,Grow_3
Curly Iceberg,Cristabel,23.365,69.1941794871794,22.251423076923,0.82873832843826,1226.83717948717,226.0,205.8,43.4,54.8,Grow_5
Butterhead,Fairly,23.43,65.0867619047619,23.5268809523809,1.01311145433653,1020.05606060606,226.0,228.0,42.0,53.4,Grow_3
Curly Iceberg,Cristabel,23.447,64.1787692307692,22.1681794871794,0.95698504675573,1156.56666666666,226.0,205.8,43.6,54.6,Grow_1
Butterhead,Fairly,23.45,62.5054358974358,23.0857692307692,1.05942304232565,1055.16841491841,226.0,228.0,47.8,59.2,Grow_2
Butterhead,Fairly,23.465,66.7836282051282,24.0415128205128,0.994167792403425,1037.00303030303,226.0,228.0,46.6,58.4,Grow_3
Green Romaine,Green Forest,23.527,70.4496666666666,23.0898333333333,0.835927540543793,1145.79871794871,226.0,178.8,40.6,52.4,Grow_2
Butterhead,Fairly,23.56,62.7219102564102,22.4122564102564,1.0157425699628,1070.51969696969,226.0,228.0,37.8,49.0,Grow_1
Green Romaine,Green Forest,23.592,66.9680897435897,21.8088333333333,0.863385102573717,1119.14393939393,226.0,178.8,44.4,51.2,Grow_5
Butterhead,Fairly,23.606,74.584282051282,22.5478333333333,0.69595388321435,1172.6423076923,226.0,228.0,37.6,51.2,Grow_5
Curly Iceberg,Cristabel,23.644,63.9845,22.5004999999999,0.98324377236569,1043.86666666666,226.0,183.6,39.4,51.4,Grow_3
Butterhead,Fairly,23.666,61.3790641025641,23.4592051282051,1.11687456406612,1095.80897435897,226.0,228.0,40.4,52.6,Grow_5
Green Romaine,Green Forest,23.679,67.0098333333333,22.1533333333333,0.881452265474149,1119.14393939393,226.0,178.8,46.0,51.2,Grow_5
Butterhead,Fairly,23.758,64.3800897435897,22.7200897435897,0.98436030213791,1017.98181818181,226.0,228.0,29.4,41.4,Grow_3
Butterhead,Fairly,23.866,65.3711025641025,22.7966794871794,0.961891888244773,1056.96666666666,226.0,228.0,36.6,49.0,Grow_1
Butterhead,Fairly,23.912,57.347923076923,23.0738076923076,1.20420182656148,1127.74999999999,226.0,228.0,41.8,53.4,Grow_1
Butterhead,Fairly,23.955,61.6464047619047,22.9182857142857,1.07448937337065,1070.51969696969,226.0,228.0,48.0,59.2,Grow_1
Butterhead,Fairly,24.013,63.7291641025641,22.9182615384615,1.01457908213356,1016.27272727272,226.0,228.0,30.4,41.4,Grow_3
Curly Iceberg,Cristabel,24.04,63.980282051282,22.4326153846153,0.9782166522892,1192.10757575757,226.0,205.8,43.2,55.0,Grow_5
Butterhead,Fairly,24.14,58.6393846153846,21.4606666666666,1.06057590716932,1217.71666666666,226.0,228.0,38.2,49.8,Grow_5
Curly Iceberg,Cristabel,24.162,64.5577564102564,23.6033974358974,1.03294563348589,1023.75769230769,226.0,228.0,41.8,53.8,Grow_3
Butterhead,Fairly,24.263,64.7912564102564,22.0029615384615,0.932577985673634,1182.33787878787,226.0,228.0,47.8,57.6,Grow_4
Curly Iceberg,Cristabel,24.28,65.4614807692307,23.0066987179487,0.9724233203483,1187.73939393939,226.0,219.6,48.2,53.4,Grow_4
Butterhead,Fairly,24.334,56.0979166666666,21.9628333333333,1.1587496022944,1209.8303030303,226.0,228.0,50.6,53.1,Grow_5
Curly Iceberg,Cristabel,24.36,65.9188076923077,23.1879102564102,0.969672403754058,1105.17102564102,226.0,205.8,39.8,42.8,Grow_5
Butterhead,Fairly,24.42,61.0476923076923,22.9249358974358,1.09087194477026,1183.91666666666,226.0,228.0,43.8,54.8,Grow_4
Butterhead,Fairly,24.56,69.5935989010989,23.1415586080586,0.864420988218897,1087.46666666666,226.0,223.0,34.4,39.2,Grow_5
Curly Iceberg,Cristabel,24.565,64.2570641025641,23.4507948717948,1.03211396343952,1018.90769230769,226.0,228.0,47.4,53.8,Grow_3
Butterhead,Fairly,24.607,63.6030384615384,23.0358974358974,1.02772156964454,1185.88787878787,226.0,228.0,40.8,52.6,Grow_4
Butterhead,Fairly,24.815,62.209923076923,22.2132564102564,1.0131700127211,1104.28333333333,226.0,228.0,45.2,57.6,Grow_5
Butterhead,Fairly,24.837,69.9036538461538,22.0698846153846,0.800515897070432,1171.27948717948,226.0,228.0,46.2,54.4,Grow_5
Green Romaine,Green Forest,24.839,73.7837794871794,21.3157256410256,0.665388118621718,1113.68333333333,226.0,178.8,37.6,49.6,Grow_5
Curly Iceberg,Cristabel,24.913,63.8782692307692,22.2603333333333,0.970533714524314,1080.81923076923,226.0,205.8,42.8,54.6,Grow_1
Butterhead,Fairly,24.947,59.8945128205128,23.7933076923076,1.18280597182444,1107.33333333333,226.0,228.0,45.8,59.0,Grow_5
Butterhead,Fairly,25.056,66.7744358974359,23.1515256410256,0.942825562338537,1195.6803030303,226.0,228.0,47.6,59.0,Grow_4
Butterhead,Fairly,25.125,68.9842051282051,22.2299102564102,0.83235233177451,1118.79999999999,226.0,228.0,41.0,53.0,Grow_5
Butterhead,Fairly,25.152,62.4617692307692,23.1960128205128,1.06868010544896,1180.28333333333,226.0,228.0,43.0,54.4,Grow_4
Butterhead,Fairly,25.165,60.697423076923,22.7326282051282,1.08914990307744,1085.04999999999,226.0,228.0,44.6,57.2,Grow_3
Butterhead,Fairly,25.172,66.2573376068376,22.3915897435897,0.913974274904654,1131.31136363636,226.0,228.0,41.2,47.4,Grow_5
Butterhead,Fairly,25.285,64.4347435897435,22.934641025641,0.99722794687588,1121.43333333333,226.0,228.0,45.6,55.4,Grow_2
Butterhead,Fairly,25.413,62.5213012820512,22.4267447209653,1.01712992159124,1222.5391025641,226.0,228.0,54.3,51.0,Grow_5
Butterhead,Fairly,25.427,68.9816282051282,22.0912179487179,0.825506575748814,1169.79615384615,226.0,228.0,45.8,54.4,Grow_5
Curly Iceberg,Cristabel,25.443,64.4069761904761,22.2179999999999,0.953742045639815,1139.5423076923,226.0,205.8,42.6,55.4,Grow_1
Butterhead,Fairly,25.457,66.4952564102564,22.9817307692307,0.941384054462994,1176.7,226.0,228.0,39.0,50.2,Grow_4
Curly Iceberg,Cristabel,25.495,62.9514102564102,21.9913717948717,0.980706509704623,1195.76666666666,226.0,205.8,46.0,51.2,Grow_5
Butterhead,Fairly,25.529,62.4762051282051,22.9732948717948,1.05370399042722,1085.05,226.0,228.0,45.6,57.2,Grow_3
Butterhead,Fairly,25.637,61.8745256410256,23.3787328754578,1.10029723200685,1083.33333333333,226.0,228.0,43.6,59.2,Grow_3
Butterhead,Fairly,25.689,60.0216987179487,22.1493448717948,1.0671787429982,1137.09166666666,226.0,230.7,45.5,51.5,Grow_1
Curly Iceberg,Cristabel,25.704,61.3001575091575,23.3875329670329,1.11440876580293,1139.5423076923,226.0,205.8,43.6,55.4,Grow_1
Curly Iceberg,Cristabel,25.724,65.1287051282051,22.4973589743589,0.950855501441896,1040.21666666666,226.0,228.0,47.4,58.8,Grow_1
Curly Iceberg,Cristabel,25.919,59.9137564102564,23.6064615384615,1.16964487950789,1139.5423076923,226.0,205.8,44.0,55.4,Grow_1
Curly Iceberg,Cristabel,26.004,66.2436225441225,22.8026844821844,0.938008418773257,1135.85833333333,226.0,228.0,48.0,58.0,Grow_5
Curly Iceberg,Cristabel,26.023,64.4714285714285,22.0657857142857,0.943140906605267,1139.5423076923,226.0,205.8,43.8,55.4,Grow_1
Curly Iceberg,Cristabel,26.1,66.6154,22.9601846153846,0.936037420829322,1169.88333333333,226.0,228.0,44.6,57.4,Grow_4
Curly Iceberg,Cristabel,26.251,68.0071282051282,22.0142051282051,0.848283184754559,1081.19848484848,226.0,205.8,43.6,55.4,Grow_3
Curly Iceberg,Cristabel,26.258,64.8905,22.6289999999999,0.96582331696054,1117.15291375291,226.0,205.8,44.2,49.2,Grow_5
Butterhead,Fairly,26.469,67.6436666666666,22.0456666666666,0.857927934230549,1012.45186480186,226.0,228.0,52.2,57.0,Grow_3
Butterhead,Fairly,26.544,56.8299487179487,22.4436794871794,1.17229509704457,1184.98333333333,226.0,228.0,47.4,58.4,Grow_4
Curly Iceberg,Cristabel,26.561,65.290532051282,23.0402166666666,0.978699813592595,1187.73939393939,226.0,219.6,47.5,53.4,Grow_4
Curly Iceberg,Cristabel,26.603,67.1264523809523,22.3133809523809,0.886957580447476,1117.15291375291,226.0,205.8,43.0,49.2,Grow_5
Curly Iceberg,Cristabel,26.698,66.4712564102564,21.7528461538461,0.87447523337729,1172.20151515151,226.0,205.8,44.2,55.4,Grow_4
Butterhead,Fairly,26.749,63.2258333333333,23.024,1.03618689998879,1183.91666666666,226.0,228.0,42.6,54.4,Grow_4
Butterhead,Fairly,26.751,59.4626025641025,21.4386153846153,1.0357868754896,1217.71666666666,226.0,228.0,38.6,49.8,Grow_5
Curly Iceberg,Cristabel,26.763,67.113282051282,22.8763717948717,0.917902868003508,1105.17102564102,226.0,205.8,38.8,42.8,Grow_5
Butterhead,Fairly,26.909,62.1364358974359,23.3747435897435,1.08815495178429,1073.38344988344,226.0,228.0,45.4,56.8,Grow_3
Curly Iceberg,Cristabel,26.974,64.2143974358974,22.6182948717948,0.983104427452544,1192.10757575757,226.0,205.8,43.2,55.0,Grow_5
Butterhead,Fairly,27.092,65.5183846153846,23.7386923076923,1.0134956411343,1180.28333333333,226.0,228.0,44.2,55.0,Grow_4
Butterhead,Fairly,27.138,66.5797655677655,23.217793040293,0.952404809043759,1171.63333333333,226.0,228.0,37.0,48.8,Grow_4
Curly Iceberg,Cristabel,27.156,66.7489001831501,22.1337957875457,0.88645941881269,1097.66217948717,226.0,216.9,48.6,51.7,Grow_5
Curly Iceberg,Cristabel,27.292,65.133423076923,22.7447051282051,0.965539222242105,1139.5423076923,226.0,205.8,44.2,55.6,Grow_1
Butterhead,Fairly,27.369,66.1681153846153,22.5867564102564,0.928033811153613,1121.45,226.0,228.0,40.6,53.0,Grow_5
Butterhead,Fairly,27.496,64.3343205128205,22.986923076923,1.00259895302746,1202.49615384615,226.0,228.0,42.2,53.4,Grow_4
Butterhead,Fairly,27.664,73.5648076923077,22.3143534798534,0.714056553606879,1169.79615384615,226.0,228.0,46.0,56.0,Grow_5
Butterhead,Fairly,27.903,66.7279468864468,22.696238095238,0.9215122355697,1036.30384615384,226.0,223.0,31.8,43.8,Grow_3
Curly Iceberg,Cristabel,27.942,68.995358974359,22.2836282051282,0.836126303659868,1117.15291375291,226.0,205.8,43.0,49.0,Grow_5
Butterhead,Fairly,27.95,62.0299285714285,21.3765714285714,0.966760540991038,1217.71666666666,226.0,228.0,48.0,58.8,Grow_5
Butterhead,Fairly,28.096,69.1956208791208,23.0120311355311,0.867568836411032,1019.53846153846,226.0,228.0,50.2,51.0,Grow_3
Butterhead,Fairly,28.163,64.0473333333333,23.6104047619047,1.05058531774153,1183.91666666666,226.0,228.0,43.0,55.0,Grow_4
Butterhead,Fairly,28.223,56.118673076923,22.3921538461538,1.18890726299983,1151.48333333333,226.0,228.0,45.6,57.4,Grow_1
Butterhead,Fairly,28.259,67.0933076923077,22.4373205128205,0.893757658007807,1118.8,226.0,228.0,46.6,59.2,Grow_5
Butterhead,Fairly,28.467,62.1193076923076,23.5667564102564,1.10249168624412,1178.43333333333,226.0,228.0,40.6,52.6,Grow_4
Butterhead,Fairly,29.024,60.3254743589743,22.2609358974358,1.06632567278793,1064.8803030303,226.0,228.0,46.6,57.6,Grow_3
Butterhead,Fairly,29.235,66.1818076923076,22.816782051282,0.941730120663323,1115.11794871794,226.0,228.0,42.6,47.8,Grow_5
Butterhead,Fairly,29.411,57.534423076923,22.6840897435897,1.17062958678153,1151.48333333333,226.0,228.0,45.6,57.4,Grow_1
Butterhead,Fairly,29.548,69.0556666666666,23.0179999999999,0.869965160529636,1107.41666666666,226.0,228.0,53.4,47.0,Grow_5
Butterhead,Fairly,30.211,64.7094999999999,23.1717435897435,1.00374342251864,1030.41846153846,226.0,228.0,43.0,54.8,Grow_3
Butterhead,Fairly,30.453,57.9870897435897,22.4239871794871,1.14055107047487,1098.30447552447,226.0,228.0,45.6,57.8,Grow_4
Butterhead,Fairly,30.819,64.8206923076923,22.7690576923076,0.975351567377799,1203.47546620046,226.0,228.0,50.9,54.2,Grow_5
Butterhead,Fairly,30.949,59.7785512820512,23.2443333333333,1.14750107713829,1083.83181818181,226.0,228.0,45.4,57.8,Grow_4
Butterhead,Fairly,31.461,60.1209487179487,23.0840256410256,1.12655609151709,1083.83181818181,226.0,228.0,45.4,57.8,Grow_4
Butterhead,Fairly,32.243,65.8637564102564,23.1365384615384,0.968052528669829,1195.6803030303,226.0,228.0,46.4,59.0,Grow_4
Butterhead,Fairly,33.185,74.2552897435897,21.7750245421245,0.677756199288694,1171.66666666666,226.0,228.0,38.0,50.2,Grow_5
Curly Iceberg,Cristabel,33.795,70.402064102564,22.9517435897435,0.82945395264807,1021.03484848484,226.0,228.0,50.2,59.0,Grow_3
Butterhead,Fairly,35.382,62.6931987179487,23.4667628205128,1.07946303465878,1117.61363636363,226.0,228.0,44.2,55.4,Grow_2
Curly Iceberg,Cristabel,38.468,63.2976666666666,23.605238095238,1.07141956718054,1027.22983682983,226.0,228.0,44.4,50.6,Grow_3
Green Romaine,Green Forest,13.385,66.2292671174978,22.3076876584953,0.910835603372681,1131.03155178155,228.153846,238.0,49.692308,52.923077,Grow_1
Butterhead,Fairly,21.13,54.9722830374753,21.2283333333333,1.13591079215561,1030.66899766899,228.153846,230.076923,51.307692,55.692308,Grow_2
